EDV;TREINAMENTO;DATA AUTORIZAÇÃO;DESCRIÇÃO DO TREINAMENTO;QTD COLABORADOR;STATUS;;;
92674342;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/07/2022;Veículos Industriais;0;;;;
92739755;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;2;ATIVO;;;
92889917;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;20/09/2023;Veículos Industriais;0;;;;
92895713;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/07/2023;Veículos Industriais;1;ATIVO;;;
92890835;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;2;INCOMPLETO;;;
92850678;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;23/08/2021;Veículos Industriais;3;INCOMPLETO;;;
92897905;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/03/2024;Veículos Industriais;1;ATIVO;;;
92891428;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/09/2022;Veículos Industriais;1;ATIVO;;;
92900831;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;03/10/2022;Veículos Industriais;0;;;;
92686678;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92850464;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;INCOMPLETO;;;
92890959;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;30/03/2023;Veículos Industriais;1;INCOMPLETO;;;
92895631;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;15/06/2022;Veículos Industriais;0;;;;
92891560;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;1;INCOMPLETO;;;
92882521;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92900646;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/09/2022;Veículos Industriais;0;;;;
92687365;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/10/2022;Veículos Industriais;1;ATIVO;;;
92792036;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/10/2022;Veículos Industriais;1;INCOMPLETO;;;
92900827;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;03/09/2022;Veículos Industriais;0;;;;
92853728;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/08/2021;Veículos Industriais;2;INCOMPLETO;;;
92886795;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;19/10/2022;Veículos Industriais;2;INCOMPLETO;;;
92887986;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/08/2022;Veículos Industriais;0;;;;
92889932;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92640888;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;31/08/2021;Veículos Industriais;2;INCOMPLETO;;;
92809215;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/08/2022;Veículos Industriais;2;INCOMPLETO;;;
92853764;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;08/11/2022;Veículos Industriais;1;INCOMPLETO;;;
92725154;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/08/2022;Veículos Industriais;2;INCOMPLETO;;;
92825714;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/10/2022;Veículos Industriais;1;INCOMPLETO;;;
92889982;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/11/2022;Veículos Industriais;1;ATIVO;;;
92861531;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;2;INCOMPLETO;;;
92887733;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;1;ATIVO;;;
92678801;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;14/09/2023;Veículos Industriais;1;INCOMPLETO;;;
92762309;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/08/2022;Veículos Industriais;1;ATIVO;;;
92836436;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/08/2022;Veículos Industriais;1;ATIVO;;;
92836999;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/08/2022;Veículos Industriais;1;ATIVO;;;
92893550;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/08/2022;Veículos Industriais;0;;;;
92837275;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;2;INCOMPLETO;;;
92785400;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;3;INCOMPLETO;;;
92885859;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;0;;;;
92876062;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;0;;;;
92888128;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/11/2022;Veículos Industriais;1;ATIVO;;;
92883382;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2023;Veículos Industriais;1;ATIVO;;;
92854264;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;18/07/2024;Veículos Industriais;1;ATIVO;;;
92882547;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;12/09/2022;Veículos Industriais;1;ATIVO;;;
92747390;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/08/2023;Veículos Industriais;1;ATIVO;;;
92881984;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/08/2022;Veículos Industriais;1;ATIVO;;;
92882524;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;0;;;;
92893667;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/10/2021;Veículos Industriais;0;;;;
92673272;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;15/09/2022;Veículos Industriais;1;ATIVO;;;
92707414;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;0;;;;
92882558;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92889918;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/02/2024;Veículos Industriais;1;ATIVO;;;
92884529;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92900815;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92755479;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92889186;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;31/01/2023;Veículos Industriais;1;ATIVO;;;
92670738;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;0;;;;
92890793;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/11/2023;Veículos Industriais;1;ATIVO;;;
92856672;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/03/2024;Veículos Industriais;1;ATIVO;;;
92889947;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2022;Veículos Industriais;1;INCOMPLETO;;;
92691350;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;2;INCOMPLETO;;;
92805040;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;0;;;;
92889930;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
93739755;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;0;;;;
92680718;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;0;;;;
92754835;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92891557;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;0;;;;
92896138;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/03/2023;Veículos Industriais;1;ATIVO;;;
92898756;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/02/2024;Veículos Industriais;1;ATIVO;;;
92890792;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/08/2022;Veículos Industriais;1;ATIVO;;;
92777945;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/08/2022;Veículos Industriais;1;ATIVO;;;
92882520;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/02/2024;Veículos Industriais;1;ATIVO;;;
92889934;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/03/2023;Veículos Industriais;0;;;;
92829033;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/10/2022;Veículos Industriais;0;;;;
92883043;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/02/2023;Veículos Industriais;1;ATIVO;;;
92884449;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/03/2023;Veículos Industriais;1;ATIVO;;;
92890838;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;1;ATIVO;;;
92900574;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/02/2024;Veículos Industriais;1;ATIVO;;;
92887843;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92677811;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2023;Veículos Industriais;2;INCOMPLETO;;;
92688462;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;1;ATIVO;;;
92769669;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/01/2023;Veículos Industriais;1;ATIVO;;;
92830129;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;21/03/2023;Veículos Industriais;1;ATIVO;;;
92880618;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;2;INCOMPLETO;;;
92891089;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;19/10/2022;Veículos Industriais;1;ATIVO;;;
92882947;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;2;INCOMPLETO;;;
92894599;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/10/2022;Veículos Industriais;1;ATIVO;;;
92895451;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/10/2022;Veículos Industriais;1;ATIVO;;;
92882522;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/11/2022;Veículos Industriais;1;ATIVO;;;
92882551;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/03/2023;Veículos Industriais;1;ATIVO;;;
92896144;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;01/12/2022;Veículos Industriais;1;ATIVO;;;
92786187;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92824421;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92855593;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92888523;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92889945;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;0;;;;
92885599;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;26/09/2022;Veículos Industriais;2;INCOMPLETO;;;
92675966;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/07/2022;Veículos Industriais;1;ATIVO;;;
92671933;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/10/2021;Veículos Industriais;1;INCOMPLETO;;;
92878890;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;10/03/2023;Veículos Industriais;1;ATIVO;;;
92889749;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;07/06/2024;Veículos Industriais;1;ATIVO;;;
92900829;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;09/11/2022;Veículos Industriais;0;;;;
92763095;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/03/2024;Veículos Industriais;1;ATIVO;;;
92885896;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/03/2024;Veículos Industriais;1;ATIVO;;;
92888170;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;25/04/2023;Veículos Industriais;1;ATIVO;;;
92885566;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;0;;;;
92887792;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/03/2024;Veículos Industriais;1;ATIVO;;;
92888079;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;01/12/2022;Veículos Industriais;1;ATIVO;;;
92888826;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;23/03/2023;Veículos Industriais;1;ATIVO;;;
92891327;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;29/09/2022;Veículos Industriais;1;ATIVO;;;
92895359;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;04/02/2022;Veículos Industriais;1;INCOMPLETO;;;
92895426;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;06/03/2024;Veículos Industriais;1;ATIVO;;;
92846416;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;17/04/2024;Veículos Industriais;1;ATIVO;;;
92895281;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;19/10/2022;Veículos Industriais;1;ATIVO;;;
92897174;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;20/10/2022;Veículos Industriais;1;ATIVO;;;
92886801;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;27/03/2024;Veículos Industriais;1;ATIVO;;;
92669269;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;28/04/2023;Veículos Industriais;1;ATIVO;;;
92681744;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;24/03/2023;Veículos Industriais;1;ATIVO;;;
92879826;[BR-DDS-RVU] RECICLAGEM DE VEÍCULOS UNIFICADOS - CARRO ELÉTRICO, EMPILHADEIRA ELÉTRICA PATOLADA,;22/03/2023;Veículos Industriais;1;ATIVO;;;
